,ID,Severity_Binary,Start_Lat,Start_Lng,Distance(mi),Temperature(F),Humidity(%),Sunrise_Sunset,Pressure(in),Visibility(mi),Wind_Speed(mph),Precipitation(in),Weather_Condition,Traffic_Signal,Junction,Crossing,Hour,Day,Month,Year
1426,A-1427,1,37.700802,-121.92276000000001,0.0,96.1,18.0,Day,29.96,10.0,9.2,,Clear,0,1,0,12,27,6,2016
1427,A-1428,1,37.701584000000004,-121.906929,0.0,96.1,18.0,Day,29.96,10.0,9.2,,Clear,0,0,0,12,27,6,2016
1428,A-1429,0,38.057392,-121.25956699999999,0.0,97.0,22.0,Day,29.95,10.0,10.4,,Clear,0,0,0,12,27,6,2016
1429,A-1430,0,37.72903400000001,-122.47466299999999,0.0,68.0,52.0,Day,30.01,10.0,21.9,,Cloudy,0,0,1,12,27,6,2016
1430,A-1431,1,37.701584000000004,-121.906929,0.0,96.1,18.0,Day,29.96,10.0,9.2,,Clear,0,0,0,13,27,6,2016
1431,A-1432,0,38.610248999999996,-121.364525,0.0,96.8,25.0,Day,29.95,9.0,10.4,,Clear,0,0,0,13,27,6,2016
1432,A-1433,0,38.27066,-122.667992,0.0,86.0,35.0,Day,30.01,10.0,6.9,,Clear,0,0,0,13,27,6,2016
1433,A-1434,0,38.092655,-122.60450700000001,0.0,86.0,40.0,Day,29.98,10.0,6.9,,Clear,0,0,0,13,27,6,2016
1434,A-1435,1,38.021278,-121.359024,0.0,97.0,22.0,Day,29.95,10.0,10.4,,Clear,0,0,0,13,27,6,2016
1435,A-1436,1,37.407612,-122.190376,0.0,77.0,54.0,Day,29.99,10.0,12.7,,Clear,0,0,0,13,27,6,2016
1436,A-1437,0,37.950835999999995,-121.22026100000001,0.0,99.0,19.0,Day,29.93,10.0,12.7,,Clear,0,0,0,13,27,6,2016
1437,A-1438,0,38.057484,-121.29623400000001,0.0,99.0,19.0,Day,29.93,10.0,12.7,,Clear,0,0,0,13,27,6,2016
1438,A-1439,1,38.758034,-121.261528,0.0,95.0,26.0,Day,29.94,10.0,8.1,,Clear,0,0,0,13,27,6,2016
1439,A-1440,1,38.592022,-121.55194099999999,0.0,100.0,21.0,Day,29.92,10.0,10.4,,Clear,0,0,0,13,27,6,2016
1440,A-1441,1,37.701157,-121.82371499999999,0.0,100.0,16.0,Day,29.94,10.0,10.4,,Clear,0,0,0,13,27,6,2016
1441,A-1442,1,38.547245000000004,-121.362389,0.0,100.4,21.0,Day,29.92,10.0,10.4,,Clear,0,0,0,14,27,6,2016
1442,A-1443,1,37.683304,-122.127098,0.0,78.1,40.0,Day,30.0,10.0,11.5,,Clear,0,0,0,14,27,6,2016
1443,A-1444,0,38.667656,-121.22570800000001,0.0,98.6,18.0,Day,29.93,10.0,9.2,,Clear,0,0,0,14,27,6,2016
1444,A-1445,0,37.787075,-122.18016100000001,0.0,73.0,48.0,Day,29.98,10.0,17.3,,Clear,0,0,0,14,27,6,2016
1445,A-1446,0,38.722198,-120.76925700000001,0.0,95.0,13.0,Day,30.09,10.0,6.9,,Clear,0,0,0,14,27,6,2016
1446,A-1447,0,38.035109999999996,-120.649826,0.0,104.0,11.0,Day,30.01,10.0,5.8,,Clear,0,0,0,14,27,6,2016
1447,A-1448,0,37.902161,-121.466637,0.0,100.0,18.0,Day,29.9,10.0,12.7,,Clear,0,0,0,15,27,6,2016
1448,A-1449,0,38.524895,-121.467789,0.0,100.9,13.0,Day,29.91,10.0,9.2,,Clear,0,1,0,15,27,6,2016
1449,A-1450,0,38.544781,-121.473984,0.0,104.0,12.0,Day,29.89,10.0,8.1,,Clear,0,0,0,15,27,6,2016
1450,A-1451,0,38.621574,-121.401459,0.0,102.2,11.0,Day,29.91,9.0,11.5,,Clear,0,0,0,15,27,6,2016
1451,A-1452,0,38.643433,-121.30056,0.0,102.2,11.0,Day,29.91,9.0,11.5,,Clear,0,0,0,15,27,6,2016
1452,A-1453,1,38.550304,-121.47386200000001,0.0,104.0,12.0,Day,29.89,10.0,8.1,,Clear,0,1,0,16,27,6,2016
1453,A-1454,1,38.550556,-121.47386200000001,0.0,104.0,12.0,Day,29.89,10.0,8.1,,Clear,0,0,0,16,27,6,2016
1454,A-1455,0,38.45894600000001,-121.409081,0.0,104.0,12.0,Day,29.89,10.0,8.1,,Clear,0,0,1,16,27,6,2016
1455,A-1456,0,38.291317,-121.28288300000001,0.0,104.0,13.0,Day,29.87,10.0,3.5,,Clear,0,0,0,16,27,6,2016
1456,A-1457,0,38.057774,-121.36134299999999,0.0,102.0,14.0,Day,29.88,10.0,16.1,,Clear,0,0,0,17,27,6,2016
1457,A-1458,0,38.7146,-121.60723899999999,0.0,102.9,15.0,Day,29.85,10.0,5.8,,Clear,0,0,0,17,27,6,2016
1458,A-1459,0,38.553822,-121.40943100000001,0.0,104.0,10.0,Day,29.86,10.0,9.2,,Clear,0,0,0,17,27,6,2016
1459,A-1460,1,37.984328999999995,-121.343544,0.0,100.0,16.0,Day,29.86,10.0,16.1,,Clear,0,0,0,17,27,6,2016
1460,A-1461,0,38.658169,-120.969086,0.0,93.2,15.0,Day,30.07,10.0,9.2,,Clear,1,0,0,17,27,6,2016
1461,A-1462,1,37.78735,-122.247955,0.0,71.1,51.0,Day,29.95,10.0,12.7,,Clear,0,1,0,17,27,6,2016
1462,A-1463,1,38.540482,-121.734596,0.0,102.2,15.0,Day,29.86,10.0,6.9,,Clear,0,0,0,18,27,6,2016
1463,A-1464,1,38.543068,-121.73173500000001,0.0,100.4,18.0,Day,29.86,10.0,8.1,,Clear,0,0,0,18,27,6,2016
1464,A-1465,1,37.889571999999994,-122.05848700000001,0.0,93.9,17.0,Day,29.85,10.0,10.4,,Clear,0,0,0,18,27,6,2016
1465,A-1466,0,38.177197,-121.26255,0.0,96.1,19.0,Day,29.86,10.0,16.1,,Clear,0,1,0,18,27,6,2016
1466,A-1467,0,38.191338,-120.829025,0.0,95.0,16.0,Day,29.99,10.0,4.6,,Clear,0,0,0,18,27,6,2016
1467,A-1468,0,38.649109,-121.32772800000001,0.0,102.2,9.0,Day,29.87,10.0,3.5,,Clear,0,0,1,19,27,6,2016
1468,A-1469,1,38.933037,-121.05493200000001,0.0,96.8,15.0,Day,29.98,10.0,4.6,,Clear,0,0,0,19,27,6,2016
1469,A-1470,1,37.742359,-121.566101,0.0,91.0,23.0,Day,29.9,10.0,12.7,,Clear,0,0,0,19,27,6,2016
1470,A-1471,1,37.726318,-122.44603700000002,0.0,62.1,62.0,Day,29.95,10.0,21.9,,Clear,0,1,0,19,27,6,2016
1471,A-1472,1,38.553047,-121.69444299999999,0.0,95.0,26.0,Day,29.86,10.0,4.6,,Clear,1,0,0,19,27,6,2016
1472,A-1473,0,38.247562,-122.628922,0.0,71.6,43.0,Day,29.95,10.0,10.4,,Clear,0,0,0,19,27,6,2016
1473,A-1474,1,38.553047,-121.69444299999999,0.0,93.2,30.0,Day,29.86,10.0,3.5,,Clear,1,0,0,19,27,6,2016
1474,A-1475,1,37.742016,-121.570595,0.0,84.9,29.0,Day,29.91,10.0,8.1,,Clear,0,0,0,20,27,6,2016
1475,A-1476,0,38.50024000000001,-121.43518799999998,0.0,87.1,31.0,Day,29.86,10.0,9.2,,Clear,1,0,1,20,27,6,2016
1476,A-1477,0,38.453765999999995,-121.409172,0.0,93.0,27.0,Day,29.86,10.0,9.2,,Clear,0,0,0,20,27,6,2016
1477,A-1478,0,38.645802,-121.18904099999999,0.0,87.8,31.0,Night,29.86,10.0,6.9,,Clear,1,0,0,20,27,6,2016
1478,A-1479,1,38.637119,-121.52273600000001,0.0,95.0,20.0,Night,29.87,10.0,6.9,,Other,0,0,0,20,27,6,2016
1479,A-1480,1,37.956226,-121.32159399999999,0.0,86.0,30.0,Night,29.88,10.0,10.4,,Clear,0,0,0,20,27,6,2016
1480,A-1481,1,37.476279999999996,-121.932457,0.0,64.4,77.0,Night,29.96,10.0,10.4,,Clear,0,0,0,21,27,6,2016
1481,A-1482,1,37.706547,-121.92660500000001,0.0,82.0,30.0,Night,29.91,10.0,10.4,,Clear,0,1,0,21,27,6,2016
1482,A-1483,1,37.447876,-121.921539,0.0,72.0,53.0,Night,29.96,10.0,6.9,,Clear,0,1,0,21,27,6,2016
1483,A-1484,0,37.343636,-121.90201599999999,0.0,72.0,53.0,Night,29.96,10.0,6.9,,Clear,0,0,0,21,27,6,2016
1484,A-1485,1,37.454033,-121.92274499999999,0.0,69.1,57.0,Night,29.96,10.0,6.9,,Clear,0,0,0,21,27,6,2016
1485,A-1486,0,37.32159,-121.89093799999999,0.0,69.1,57.0,Night,29.96,10.0,6.9,,Clear,0,0,0,21,27,6,2016
1486,A-1487,0,37.425781,-120.773895,0.0,80.6,42.0,Night,29.88,10.0,6.9,,Clear,0,0,0,21,27,6,2016
1487,A-1488,1,37.386616,-121.90553999999999,0.0,69.1,57.0,Night,29.96,10.0,6.9,,Clear,0,0,0,22,27,6,2016
1488,A-1489,1,37.703403,-121.736855,0.0,77.0,37.0,Night,29.93,10.0,3.5,,Clear,0,0,0,22,27,6,2016
1489,A-1490,1,37.739334,-121.59082,0.0,77.0,37.0,Night,29.93,10.0,3.5,,Clear,0,0,0,22,27,6,2016
1490,A-1491,0,38.885963000000004,-121.340088,0.0,75.2,44.0,Night,29.86,10.0,4.6,,Clear,1,0,1,22,27,6,2016
1491,A-1492,0,38.715492,-120.93796499999999,0.0,80.6,24.0,Night,30.08,10.0,5.8,,Clear,0,0,0,22,27,6,2016
1492,A-1493,0,38.722378000000006,-120.932999,0.0,82.4,21.0,Night,30.08,10.0,5.8,,Clear,0,0,0,22,27,6,2016
1493,A-1494,0,38.406528,-120.831718,0.0,82.4,37.0,Night,29.87,10.0,5.8,,Clear,0,0,0,22,27,6,2016
1494,A-1495,1,37.722115,-121.538467,0.0,73.9,43.0,Night,29.93,10.0,3.5,,Clear,0,1,0,22,27,6,2016
1495,A-1496,1,38.562206,-121.48722099999999,0.0,75.9,45.0,Night,29.88,10.0,4.6,,Clear,0,0,0,23,27,6,2016
1496,A-1497,1,37.344485999999996,-121.84515400000001,0.0,73.4,50.0,Night,29.97,10.0,6.9,,Clear,0,0,0,23,27,6,2016
1497,A-1498,1,38.538475,-121.51287099999999,0.0,75.9,45.0,Night,29.88,10.0,4.6,,Clear,0,0,0,23,27,6,2016
1498,A-1499,0,36.877983,-121.41249099999999,0.0,64.4,64.0,Night,29.97,10.0,4.6,,Clear,0,0,0,0,28,6,2016
1499,A-1500,1,37.741734,-121.574196,0.0,72.0,43.0,Night,29.93,10.0,8.1,,Clear,0,0,0,0,28,6,2016
1500,A-1501,0,37.298912,-121.87501499999999,0.0,64.9,75.0,Night,29.96,10.0,3.5,,Clear,0,0,0,0,28,6,2016
1501,A-1502,0,37.330093,-122.052582,0.0,64.0,75.0,Night,29.98,10.0,8.1,,Clear,0,0,0,0,28,6,2016
1502,A-1503,0,37.705116,-121.90906499999998,0.0,72.0,43.0,Night,29.93,10.0,8.1,,Clear,0,0,0,0,28,6,2016
1503,A-1504,0,38.397633,-122.359055,0.0,62.1,84.0,Night,29.92,10.0,4.6,,Clear,0,0,1,2,28,6,2016
1504,A-1505,0,37.892371999999995,-122.075645,0.0,66.0,65.0,Night,29.89,10.0,3.5,,Clear,0,0,0,2,28,6,2016
1505,A-1506,0,37.250729,-121.91071299999999,0.0,62.6,77.0,Night,30.0,10.0,8.1,,Clear,0,0,0,2,28,6,2016
1506,A-1507,1,37.915211,-122.06581899999999,0.0,66.0,65.0,Night,29.89,10.0,3.5,,Clear,0,0,0,2,28,6,2016
1507,A-1508,1,37.740906,-122.196472,0.0,57.9,81.0,Night,29.96,10.0,6.9,,Clear,0,1,0,3,28,6,2016
1508,A-1509,1,37.74242,-121.531723,0.0,70.0,49.0,Day,29.96,10.0,8.1,,Clear,0,0,0,7,28,6,2016
1509,A-1510,0,38.635490000000004,-121.34599299999999,0.0,78.8,36.0,Day,29.94,9.0,8.1,,Clear,0,0,0,7,28,6,2016
1510,A-1511,0,37.788067,-122.440445,0.0,55.0,80.0,Day,30.02,10.0,19.6,,Cloudy,1,0,1,8,28,6,2016
1511,A-1512,1,37.85553,-121.282257,0.0,82.9,32.0,Day,29.94,10.0,8.1,,Clear,0,0,0,8,28,6,2016
1512,A-1513,0,38.724319,-120.790604,0.0,86.0,18.0,Day,30.09,10.0,8.1,,Clear,0,0,0,8,28,6,2016
1513,A-1514,0,38.524895,-121.467789,0.0,82.0,39.0,Day,29.94,10.0,4.6,,Clear,0,1,0,9,28,6,2016
1514,A-1515,0,39.001045,-121.047676,0.0,89.6,29.0,Day,30.02,10.0,3.5,,Clear,0,0,0,9,28,6,2016
1515,A-1516,1,37.316757,-121.918221,0.0,70.0,63.0,Day,30.0,10.0,6.9,,Clear,0,0,0,9,28,6,2016
1516,A-1517,0,38.690369,-121.38748899999999,0.0,89.6,24.0,Day,29.94,9.0,8.1,,Clear,0,0,0,10,28,6,2016
1517,A-1518,0,37.8713,-120.999146,0.0,89.1,25.0,Day,29.93,10.0,9.2,,Clear,0,0,0,10,28,6,2016
1518,A-1519,1,38.661053,-121.359779,0.0,89.6,24.0,Day,29.94,9.0,8.1,,Clear,0,0,1,10,28,6,2016
1519,A-1520,0,38.55938,-121.468048,0.0,87.1,35.0,Day,29.94,10.0,3.5,,Clear,0,0,0,10,28,6,2016
1520,A-1521,0,38.704155,-121.382774,0.0,93.2,24.0,Day,29.94,9.0,4.6,,Clear,1,0,0,11,28,6,2016
1521,A-1522,1,37.809731,-121.992332,0.0,82.0,33.0,Day,29.92,10.0,9.2,,Clear,0,0,0,11,28,6,2016
1522,A-1523,1,38.540779,-121.51091799999999,0.0,91.9,27.0,Day,29.93,10.0,8.1,,Clear,0,0,0,11,28,6,2016
1523,A-1524,0,38.692959,-121.35163100000001,0.0,93.2,24.0,Day,29.94,9.0,4.6,,Clear,1,0,0,11,28,6,2016
1524,A-1525,0,37.769375,-122.405533,0.0,62.1,62.0,Day,30.01,10.0,23.0,,Cloudy,0,0,0,11,28,6,2016
1525,A-1526,0,38.550488,-121.42786399999999,0.0,91.9,27.0,Day,29.93,10.0,8.1,,Clear,0,0,0,11,28,6,2016
1526,A-1527,0,38.56583,-121.33638,0.0,91.4,24.0,Day,29.93,10.0,3.5,,Clear,0,0,0,11,28,6,2016
1527,A-1528,1,38.707462,-121.309219,0.0,95.0,23.0,Day,29.94,9.0,5.8,,Clear,0,0,0,12,28,6,2016
1528,A-1529,0,39.203232,-121.16957099999999,0.0,89.6,20.0,Day,30.13,10.0,8.1,,Clear,1,0,0,12,28,6,2016
1529,A-1530,0,38.481644,-121.33481599999999,0.0,96.8,22.0,Day,29.92,10.0,3.5,,Clear,1,0,1,12,28,6,2016
1530,A-1531,0,38.558128,-121.47396100000002,0.0,97.0,23.0,Day,29.92,10.0,6.9,,Clear,0,0,0,12,28,6,2016
1531,A-1532,0,37.572903000000004,-122.316368,0.0,63.0,63.0,Day,30.0,10.0,21.9,,Cloudy,0,0,0,12,28,6,2016
1532,A-1533,1,37.881908,-122.30825800000001,0.0,70.0,51.0,Day,30.0,10.0,13.8,,Cloudy,0,1,0,12,28,6,2016
1533,A-1534,1,37.834717,-122.294701,0.0,70.0,51.0,Day,30.0,10.0,13.8,,Cloudy,0,0,0,12,28,6,2016
1534,A-1535,1,37.33662800000001,-121.933609,0.0,81.0,38.0,Day,29.98,10.0,5.8,,Clear,0,0,0,12,28,6,2016
1535,A-1536,1,37.342602,-121.926056,0.0,81.0,38.0,Day,29.98,10.0,5.8,,Clear,0,0,0,12,28,6,2016
1536,A-1537,0,38.662490999999996,-120.92933700000002,0.0,95.0,19.0,Day,30.1,10.0,5.8,,Clear,0,0,0,13,28,6,2016
1537,A-1538,0,38.021137,-122.539078,0.0,82.4,42.0,Day,29.97,10.0,8.1,,Clear,0,0,0,13,28,6,2016
1538,A-1539,1,37.8009,-122.22876699999999,0.0,70.0,51.0,Day,30.0,10.0,13.8,,Cloudy,0,0,0,13,28,6,2016
1539,A-1540,1,37.546719,-122.02275800000001,0.0,73.4,57.0,Day,29.98,10.0,12.7,,Clear,0,0,0,13,28,6,2016
1540,A-1541,1,38.354504,-121.978577,0.0,98.1,22.0,Day,29.93,10.0,6.9,,Clear,0,1,0,13,28,6,2016
1541,A-1542,0,38.022778,-121.965698,0.0,91.0,23.0,Day,29.91,10.0,12.7,,Clear,0,0,0,13,28,6,2016
1542,A-1543,0,38.003662,-121.837479,0.0,91.0,23.0,Day,29.91,10.0,12.7,,Clear,0,0,0,13,28,6,2016
1543,A-1544,1,37.85553,-121.282257,0.0,97.0,24.0,Day,29.92,10.0,6.9,,Clear,0,0,0,13,28,6,2016
1544,A-1545,0,38.134040999999996,-121.23851,0.0,97.0,24.0,Day,29.92,10.0,6.9,,Clear,0,0,0,13,28,6,2016
1545,A-1546,0,37.79834,-122.140739,0.0,73.9,43.0,Day,30.02,10.0,9.2,,Clear,0,0,0,13,28,6,2016
1546,A-1547,0,37.22657,-121.975113,0.0,84.0,37.0,Day,29.96,10.0,10.4,,Cloudy,0,1,0,13,28,6,2016
1547,A-1548,0,37.250729,-121.91071299999999,0.0,89.6,29.0,Day,29.98,10.0,11.5,,Clear,0,0,0,13,28,6,2016
1548,A-1549,0,38.016791999999995,-121.889641,0.0,93.9,21.0,Day,29.89,10.0,15.0,,Clear,0,0,0,13,28,6,2016
1549,A-1550,1,38.67136,-121.591324,0.0,99.0,22.0,Day,29.89,10.0,5.8,,Clear,0,0,0,13,28,6,2016
1550,A-1551,0,38.690369,-121.38748899999999,0.0,98.6,18.0,Day,29.92,9.0,6.9,,Clear,0,0,0,13,28,6,2016
1551,A-1552,0,38.335983,-121.15985900000001,0.0,100.4,20.0,Day,29.9,10.0,8.1,,Clear,0,0,0,13,28,6,2016
1552,A-1553,1,37.33442700000001,-121.936485,0.0,84.0,37.0,Day,29.96,10.0,10.4,,Cloudy,0,1,0,13,28,6,2016
1553,A-1554,1,37.495384,-121.923294,0.0,78.1,46.0,Day,29.99,10.0,12.7,,Clear,0,1,0,13,28,6,2016
1554,A-1555,0,37.696284999999996,-121.09565,0.0,102.0,18.0,Day,29.89,10.0,9.2,,Clear,0,0,0,14,28,6,2016
1555,A-1556,0,37.386871,-121.996025,0.0,78.1,46.0,Day,29.99,10.0,12.7,,Clear,1,0,1,14,28,6,2016
1556,A-1557,0,38.44574,-122.72403700000001,0.0,90.0,29.0,Day,29.9,10.0,11.5,,Clear,0,0,0,14,28,6,2016
1557,A-1558,0,37.317539000000004,-121.931747,0.0,82.9,38.0,Day,29.95,10.0,10.4,,Cloudy,1,1,1,14,28,6,2016
1558,A-1559,0,36.757366,-121.746719,0.0,66.0,59.0,Day,30.0,10.0,16.1,,Clear,1,0,0,14,28,6,2016
1559,A-1560,0,39.229321,-121.042946,0.0,91.4,16.0,Day,30.12,10.0,8.1,,Clear,1,0,0,14,28,6,2016
1560,A-1561,0,38.740063,-120.69681499999999,0.0,93.2,15.0,Day,30.08,10.0,4.6,,Clear,0,0,0,14,28,6,2016
1561,A-1562,0,38.150757,-122.449348,0.0,78.8,42.0,Day,29.98,9.0,8.1,,Clear,1,0,0,14,28,6,2016
1562,A-1563,0,37.723492,-121.769951,0.0,96.1,21.0,Day,29.91,10.0,13.8,,Clear,0,0,0,14,28,6,2016
1563,A-1564,1,37.872307,-121.277542,0.0,102.0,19.0,Day,29.88,10.0,10.4,,Clear,0,0,0,15,28,6,2016
1564,A-1565,0,38.64732,-121.577148,0.0,102.0,17.0,Day,29.86,10.0,8.1,,Clear,0,0,0,15,28,6,2016
1565,A-1566,0,37.782207,-121.53081499999999,0.0,102.0,17.0,Day,29.86,10.0,10.4,,Clear,0,0,0,15,28,6,2016
1566,A-1567,0,38.500584,-121.431229,0.0,102.0,17.0,Day,29.86,10.0,8.1,,Clear,1,0,1,15,28,6,2016
1567,A-1568,0,38.784153,-121.279549,0.0,102.2,14.0,Day,29.88,8.0,5.8,,Clear,0,0,0,15,28,6,2016
1568,A-1569,1,38.74410200000001,-121.270569,0.0,102.2,15.0,Day,29.87,9.0,6.9,,Clear,0,0,0,15,28,6,2016
1569,A-1570,0,38.373032,-121.35848200000001,0.0,102.0,17.0,Day,29.86,10.0,8.1,,Clear,0,0,0,16,28,6,2016
1570,A-1571,0,38.664238,-121.24425500000001,0.0,104.0,15.0,Day,29.86,10.0,10.4,,Clear,1,0,0,16,28,6,2016
1571,A-1572,1,37.545372,-122.369919,0.0,61.0,67.0,Day,29.95,10.0,19.6,,Cloudy,0,0,0,16,28,6,2016
1572,A-1573,1,37.72506,-122.137413,0.0,68.0,56.0,Day,29.95,10.0,19.6,,Cloudy,0,1,0,16,28,6,2016
1573,A-1574,0,38.241405,-121.51239,0.0,102.0,17.0,Day,29.86,10.0,8.1,,Clear,0,0,0,16,28,6,2016
1574,A-1575,0,38.207588,-121.264046,0.0,100.9,17.0,Day,29.85,10.0,11.5,,Clear,0,1,0,16,28,6,2016
1575,A-1576,0,38.932369,-121.09081299999998,0.0,98.6,12.0,Day,29.97,10.0,5.8,,Clear,1,0,0,16,28,6,2016
1576,A-1577,1,37.852531,-122.299873,0.0,64.9,61.0,Day,29.95,10.0,18.4,,Cloudy,0,0,0,17,28,6,2016
1577,A-1578,1,37.764431,-122.217583,0.0,64.9,61.0,Day,29.95,10.0,18.4,,Cloudy,0,0,0,17,28,6,2016
1578,A-1579,1,37.74382,-122.19933300000001,0.0,64.9,61.0,Day,29.95,10.0,18.4,,Cloudy,0,1,0,17,28,6,2016
1579,A-1580,1,38.562206,-121.48722099999999,0.0,102.0,15.0,Day,29.84,10.0,10.4,,Clear,0,0,0,17,28,6,2016
1580,A-1581,1,38.559971000000004,-121.466576,0.0,99.0,20.0,Day,29.83,10.0,12.7,,Clear,0,0,0,17,28,6,2016
1581,A-1582,1,38.624790000000004,-121.51718899999999,0.0,102.2,10.0,Day,29.83,9.0,8.1,,Clear,0,0,0,18,28,6,2016
1582,A-1583,1,38.564735,-121.49774199999999,0.0,99.0,20.0,Day,29.83,10.0,12.7,,Clear,0,1,0,18,28,6,2016
1583,A-1584,1,38.8764,-121.129929,0.0,98.6,12.0,Day,29.95,10.0,4.6,,Clear,0,0,0,18,28,6,2016
1584,A-1585,1,38.643409999999996,-121.434265,0.0,102.2,11.0,Day,29.83,9.0,8.1,,Clear,0,1,0,18,28,6,2016
1585,A-1586,1,37.789341,-122.25428000000001,0.0,63.0,65.0,Day,29.94,10.0,16.1,,Cloudy,0,1,0,19,28,6,2016
1586,A-1587,1,37.700111,-121.77880900000001,0.0,87.1,24.0,Day,29.88,10.0,8.1,,Clear,0,1,0,19,28,6,2016
1587,A-1588,1,37.700111,-121.77880900000001,0.0,87.1,24.0,Day,29.88,10.0,8.1,,Clear,0,1,0,19,28,6,2016
1588,A-1589,1,38.68597000000001,-121.33330500000001,0.0,100.4,15.0,Day,29.84,10.0,10.4,,Clear,0,1,0,19,28,6,2016
1589,A-1590,0,37.938988,-121.23455,0.0,95.0,22.0,Day,29.85,10.0,12.7,,Clear,0,1,0,19,28,6,2016
1590,A-1591,1,38.758034,-121.261528,0.0,95.0,20.0,Day,29.85,10.0,8.1,,Clear,0,0,0,20,28,6,2016
1591,A-1592,1,38.671065999999996,-121.590378,0.0,84.0,34.0,Night,29.83,10.0,13.8,,Clear,0,0,0,20,28,6,2016
1592,A-1593,1,38.621254,-121.523941,0.0,89.6,26.0,Night,29.85,9.0,9.2,,Clear,0,1,0,20,28,6,2016
1593,A-1594,0,38.423725,-121.395569,0.0,82.0,35.0,Day,29.85,10.0,6.9,,Clear,0,0,0,20,28,6,2016
1594,A-1595,0,38.558155,-121.386147,0.0,82.4,35.0,Day,29.85,10.0,3.5,,Clear,0,0,0,20,28,6,2016
1595,A-1596,1,37.941891,-121.29823300000001,0.0,84.9,23.0,Night,29.86,10.0,10.4,,Clear,0,1,0,20,28,6,2016
1596,A-1597,1,38.604618,-122.592873,0.0,64.9,61.0,Night,29.88,9.0,9.2,,Clear,0,0,0,20,28,6,2016
1597,A-1598,1,37.953571000000004,-121.309471,0.0,84.9,23.0,Night,29.86,10.0,10.4,,Clear,0,1,0,21,28,6,2016
1598,A-1599,1,37.467045,-122.152321,0.0,62.6,82.0,Night,29.95,10.0,12.7,,Clear,0,1,0,21,28,6,2016
1599,A-1600,1,37.47588,-121.932259,0.0,62.6,82.0,Night,29.95,10.0,12.7,,Clear,0,0,0,22,28,6,2016
1600,A-1601,1,38.061592,-121.374031,0.0,79.0,27.0,Night,29.87,10.0,10.4,,Clear,0,1,0,22,28,6,2016
1601,A-1602,0,37.724804,-121.692116,0.0,66.9,51.0,Night,29.91,10.0,8.1,,Clear,0,0,0,23,28,6,2016
1602,A-1603,0,38.507656,-122.719826,0.0,54.0,83.0,Night,29.89,8.0,5.8,,Clear,0,0,0,0,29,6,2016
1603,A-1604,0,38.095749,-122.23443600000002,0.0,57.0,89.0,Night,29.91,9.0,8.1,,Clear,0,0,0,0,29,6,2016
1604,A-1605,0,36.967934,-121.99793999999999,0.0,52.0,93.0,Night,29.96,9.0,8.1,,Clear,0,0,1,0,29,6,2016
1605,A-1606,0,36.987213,-122.00396699999999,0.0,52.0,93.0,Night,29.96,9.0,8.1,,Clear,1,0,1,0,29,6,2016
1606,A-1607,0,37.953987,-121.234261,0.0,73.0,39.0,Night,29.86,10.0,5.8,,Clear,1,0,0,0,29,6,2016
1607,A-1608,0,38.684624,-123.426376,0.0,68.0,55.0,Night,29.91,10.0,8.1,,Clear,0,0,0,1,29,6,2016
1608,A-1609,0,37.349121000000004,-121.993225,0.0,60.1,78.0,Night,29.94,10.0,5.8,,Clear,0,0,1,1,29,6,2016
1609,A-1610,0,37.645161,-122.404831,0.0,54.0,83.0,Night,29.95,10.0,15.0,,Cloudy,1,0,0,1,29,6,2016
1610,A-1611,1,37.468521,-122.29218300000001,0.0,57.2,77.0,Night,29.96,10.0,5.8,,Clear,0,0,0,1,29,6,2016
1611,A-1612,0,38.246796,-122.627808,0.0,48.2,100.0,Night,29.95,5.0,4.6,,Cloudy,0,0,0,3,29,6,2016
1612,A-1613,1,37.785542,-122.39138,0.0,55.9,84.0,Night,29.95,9.0,6.9,,Other,0,1,0,3,29,6,2016
1613,A-1614,0,37.959,-122.052406,0.0,59.0,72.0,Day,29.88,9.0,8.1,,Clear,0,0,0,5,29,6,2016
1614,A-1615,1,37.855087,-122.02961,0.0,59.0,72.0,Night,29.88,9.0,8.1,,Clear,0,1,0,5,29,6,2016
1615,A-1616,0,38.221317,-122.238693,0.0,55.0,93.0,Day,29.93,9.0,9.2,,Other,0,0,0,6,29,6,2016
1616,A-1617,0,37.595875,-121.88638300000001,0.0,57.9,78.0,Day,29.94,10.0,6.9,,Clear,0,0,1,6,29,6,2016
1617,A-1618,0,37.096439000000004,-122.100723,0.0,51.1,100.0,Day,30.0,0.8,8.1,,Other,0,0,0,7,29,6,2016
1618,A-1619,0,38.162251,-121.612297,0.0,61.2,73.0,Day,29.9,10.0,20.7,,Clear,0,0,0,7,29,6,2016
1619,A-1620,0,37.75404,-121.485123,0.0,68.0,52.0,Day,29.88,10.0,3.5,,Clear,0,0,0,7,29,6,2016
1620,A-1621,0,37.855412,-121.039825,0.0,77.0,39.0,Day,29.89,10.0,8.1,,Clear,0,0,0,7,29,6,2016
1621,A-1622,0,38.387066,-122.835098,0.0,50.0,96.0,Day,29.95,2.0,4.6,,Other,0,0,0,8,29,6,2016
1622,A-1623,0,36.989684999999994,-122.021805,0.0,52.0,97.0,Day,30.0,4.0,4.6,,Other,0,0,0,8,29,6,2016
1623,A-1624,1,38.416264,-121.897232,0.0,66.2,64.0,Day,29.91,10.0,8.1,,Clear,0,0,0,8,29,6,2016
